year,filename,perplexity
1987,1987_Thinktank_CR_Heritage_58.txt_chunk8,47.88054656982422
1987,1987_Thinktank_CR_Heritage_7.txt_chunk9,73.31330871582031
1987,1987_Thinktank_CR_Brookings_33.txt_chunk22,52.77483367919922
1987,1987_Thinktank_CR_Brookings_33.txt_chunk17,123.66400909423828
1987,1987_Thinktank_CR_Heritage_7.txt_chunk1,43.20832443237305
1987,1987_Thinktank_CR_Heritage_7.txt_chunk2,54.874053955078125
1987,1987_Thinktank_CR_Heritage_7.txt_chunk3,103.68252563476562
1987,1987_Thinktank_CR_Heritage_7.txt_chunk4,42.27617263793945
1987,1987_Thinktank_CR_Heritage_7.txt_chunk7,64.79719543457031
1987,1987_Thinktank_CR_Heritage_7.txt_chunk8,53.012760162353516
1987,1987_Thinktank_CR_Brookings_33.txt_chunk12,61.940452575683594
1987,1987_Thinktank_CR_Heritage_58.txt_chunk13,45.002803802490234
1987,1987_Thinktank_CR_Heritage_58.txt_chunk14,63.69169235229492
1987,1987_Thinktank_CR_Heritage_58.txt_chunk15,42.931060791015625
1987,1987_Thinktank_CR_Brookings_33.txt_chunk14,78.73677825927734
1987,1987_Thinktank_CR_Brookings_33.txt_chunk13,42.33827590942383
1987,1987_Thinktank_CR_Brookings_33.txt_chunk0,107.76897430419922
1987,1987_Thinktank_CR_Brookings_33.txt_chunk1,70.74442291259766
1987,1987_Thinktank_CR_Cato_91.txt_chunk0,70.98190307617188
1987,1987_Thinktank_CR_Cato_91.txt_chunk1,94.01924133300781
1987,1987_Thinktank_CR_Brookings_96.txt_chunk7,93.69754028320312
1987,1987_Thinktank_CR_Brookings_96.txt_chunk0,111.61808776855469
1987,1987_Thinktank_CR_Brookings_96.txt_chunk1,86.1502456665039
1987,1987_Thinktank_CR_Brookings_96.txt_chunk2,92.8679428100586
1987,1987_Thinktank_CR_Brookings_96.txt_chunk3,80.76266479492188
1987,1987_Thinktank_CR_Brookings_96.txt_chunk4,76.44136810302734
1987,1987_Thinktank_CR_Brookings_96.txt_chunk5,133.8946990966797
1987,1987_Thinktank_CR_Brookings_96.txt_chunk6,44.857826232910156
1987,1987_Thinktank_CR_Brookings_96.txt_chunk8,98.04652404785156
1987,1987_Thinktank_CR_Brookings_96.txt_chunk9,125.48015594482422
1987,1987_Thinktank_CR_Heritage_8.txt_chunk0,79.86812591552734
1987,1987_Thinktank_CR_Heritage_8.txt_chunk1,64.6865463256836
1987,1987_Thinktank_CR_Heritage_43.txt_chunk4,59.527061462402344
1987,1987_Thinktank_CR_Heritage_43.txt_chunk5,62.91800308227539
1987,1987_Thinktank_CR_Heritage_43.txt_chunk6,36.499755859375
1987,1987_Thinktank_CR_Heritage_43.txt_chunk7,51.156436920166016
1987,1987_Thinktank_CR_Heritage_43.txt_chunk10,35.53807830810547
1987,1987_Thinktank_CR_Heritage_8.txt_chunk4,61.95020294189453
1987,1987_Thinktank_CR_Heritage_8.txt_chunk5,49.709800720214844
1987,1987_Thinktank_CR_Heritage_8.txt_chunk6,60.46894454956055
1987,1987_Thinktank_CR_Heritage_43.txt_chunk0,58.598785400390625
1987,1987_Thinktank_CR_Heritage_43.txt_chunk1,60.534088134765625
1987,1987_Thinktank_CR_Heritage_43.txt_chunk2,50.460086822509766
1987,1987_Thinktank_CR_Brookings_16.txt_chunk13,76.23036193847656
1987,1987_Thinktank_CR_Brookings_16.txt_chunk0,65.29434967041016
1987,1987_Thinktank_CR_Brookings_16.txt_chunk1,73.2372055053711
1987,1987_Thinktank_CR_Brookings_16.txt_chunk2,66.27291870117188
1987,1987_Thinktank_CR_Brookings_16.txt_chunk3,88.31953430175781
1987,1987_Thinktank_CR_Brookings_16.txt_chunk4,74.66836547851562
1987,1987_Thinktank_CR_Brookings_16.txt_chunk5,69.86600494384766
1987,1987_Thinktank_CR_Brookings_16.txt_chunk6,67.38610076904297
1987,1987_Thinktank_CR_Heritage_30.txt_chunk0,65.09786987304688
1987,1987_Thinktank_CR_Heritage_30.txt_chunk1,50.51945495605469
1987,1987_Thinktank_CR_Heritage_30.txt_chunk2,39.5583610534668
1987,1987_Thinktank_CR_Heritage_30.txt_chunk3,59.6950798034668
1987,1987_Thinktank_CR_Heritage_30.txt_chunk4,65.60343933105469
1987,1987_Thinktank_CR_Heritage_30.txt_chunk5,56.03661346435547
1987,1987_Thinktank_CR_Heritage_30.txt_chunk6,173.8328094482422
1987,1987_Thinktank_CR_Heritage_43.txt_chunk8,59.69257736206055
1987,1987_Thinktank_CR_Heritage_43.txt_chunk9,63.601558685302734
1987,1987_Thinktank_CR_Heritage_8.txt_chunk3,108.20506286621094
1987,1987_Thinktank_CR_Heritage_43.txt_chunk3,53.93574523925781
1987,1987_Thinktank_CR_Brookings_16.txt_chunk17,94.24969482421875
1987,1987_Thinktank_CR_Brookings_16.txt_chunk18,57.871315002441406
1987,1987_Thinktank_CR_Brookings_16.txt_chunk19,84.12850189208984
1987,1987_Thinktank_CR_Brookings_16.txt_chunk20,90.75464630126953
1987,1987_Thinktank_CR_Heritage_67.txt_chunk2,57.729347229003906
1987,1987_Thinktank_CR_Heritage_67.txt_chunk3,63.75547409057617
1987,1987_Thinktank_CR_Heritage_67.txt_chunk4,71.31026458740234
1987,1987_Thinktank_CR_Brookings_16.txt_chunk15,123.07485961914062
1987,1987_Thinktank_CR_Brookings_16.txt_chunk16,105.32502746582031
1987,1987_Thinktank_CR_Heritage_67.txt_chunk0,53.45597839355469
1987,1987_Thinktank_CR_Heritage_67.txt_chunk1,44.523860931396484
1987,1987_Thinktank_CR_Brookings_16.txt_chunk7,68.08818817138672
1987,1987_Thinktank_CR_Brookings_16.txt_chunk8,68.43659973144531
1987,1987_Thinktank_CR_Brookings_16.txt_chunk9,55.157535552978516
1987,1987_Thinktank_CR_Brookings_16.txt_chunk10,91.55318450927734
1987,1987_Thinktank_CR_Brookings_16.txt_chunk11,73.49983215332031
1987,1987_Thinktank_CR_Brookings_16.txt_chunk12,56.033058166503906
1987,1987_Thinktank_CR_Heritage_8.txt_chunk2,75.9601058959961
1987,1987_Thinktank_CR_Brookings_16.txt_chunk14,99.60781860351562
1987,1987_Thinktank_CR_Heritage_58.txt_chunk0,56.949195861816406
1987,1987_Thinktank_CR_Heritage_58.txt_chunk1,40.9804801940918
1987,1987_Thinktank_CR_Heritage_58.txt_chunk2,38.29856491088867
1987,1987_Thinktank_CR_Brookings_33.txt_chunk2,68.61491394042969
1987,1987_Thinktank_CR_Heritage_7.txt_chunk5,67.3986587524414
1987,1987_Thinktank_CR_Heritage_7.txt_chunk6,99.6131820678711
1987,1987_Thinktank_CR_Heritage_26.txt_chunk0,42.46568298339844
1987,1987_Thinktank_CR_Heritage_26.txt_chunk1,48.66817092895508
1987,1987_Thinktank_CR_Brookings_33.txt_chunk16,78.79325866699219
1987,1987_Thinktank_CR_Brookings_33.txt_chunk15,112.95465087890625
1987,1987_Thinktank_CR_Heritage_58.txt_chunk7,88.8725357055664
1987,1987_Thinktank_CR_Heritage_58.txt_chunk12,67.67652130126953
1989,1989_Thinktank_CR_Heritage_19.txt_chunk4,74.6912612915039
1989,1989_Thinktank_CR_Heritage_93.txt_chunk3,71.13013458251953
1989,1989_Thinktank_CR_Heritage_19.txt_chunk3,53.08128356933594
1989,1989_Thinktank_CR_Heritage_93.txt_chunk2,103.2659912109375
